ID,UTC_Date,UTC_Time,Long,Lat,Depth
346,28/11/2008,0:58:00,110.9364994,-25.7877173,2837
347,28/11/2008,0:58:10,110.9365677,-25.7877668,2839
348,28/11/2008,0:58:20,110.9364311,-25.7878163,2838
349,28/11/2008,0:58:30,110.9364857,-25.7877993,2838
350,28/11/2008,0:58:40,110.9365336,-25.7877497,2837
351,28/11/2008,0:58:50,110.9365336,-25.7877497,2837
352,28/11/2008,0:59:00,110.9364311,-25.7878505,2839
353,28/11/2008,0:59:10,110.9364857,-25.7878334,2839
354,28/11/2008,0:59:20,110.9364994,-25.7878659,2840
355,28/11/2008,0:59:30,110.9364994,-25.7878829,2840
356,28/11/2008,0:59:40,110.9364653,-25.7878163,2839
357,28/11/2008,0:59:50,110.9364174,-25.7878163,2842
358,28/11/2008,1:00:00,110.9367863,-25.7885506,2841
359,28/11/2008,1:00:10,110.9364857,-25.7878659,2842
360,28/11/2008,1:00:20,110.9364653,-25.7878829,2842
361,28/11/2008,1:00:30,110.9364516,-25.7879171,2842
362,28/11/2008,1:00:40,110.9364857,-25.7879,2841
363,28/11/2008,1:00:50,110.9364857,-25.7879171,2841
364,28/11/2008,1:01:00,110.936397,-25.7879171,2842
365,28/11/2008,1:01:10,110.9364311,-25.7879666,2842
366,28/11/2008,1:01:20,110.9363491,-25.7878829,2843
367,28/11/2008,1:01:30,110.9364174,-25.7879837,2844
368,28/11/2008,1:01:40,110.9363355,-25.7878659,2843
369,28/11/2008,1:01:50,110.9363355,-25.7879495,2843
370,28/11/2008,1:02:00,110.9363013,-25.7878659,2842
371,28/11/2008,1:02:10,110.9363491,-25.7880332,2843
372,28/11/2008,1:02:20,110.9363013,-25.7880008,2845
373,28/11/2008,1:02:30,110.9363355,-25.7880503,2845
374,28/11/2008,1:02:40,110.9362672,-25.7879171,2845
375,28/11/2008,1:02:50,110.936233,-25.7879495,2843
376,28/11/2008,1:03:00,110.9362467,-25.7880503,2844
377,28/11/2008,1:03:10,110.9362808,-25.7879171,2843
378,28/11/2008,1:03:20,110.9362467,-25.7880008,2842
379,28/11/2008,1:03:30,110.9362194,-25.7879837,2841
380,28/11/2008,1:03:40,110.936233,-25.7880332,2841
381,28/11/2008,1:03:50,110.9362467,-25.7880008,2842
382,28/11/2008,1:04:00,110.9361306,-25.7880161,2843
383,28/11/2008,1:04:10,110.9361306,-25.7880503,2844
384,28/11/2008,1:04:20,110.9361306,-25.7880008,2843
385,28/11/2008,1:04:30,110.9360828,-25.7880674,2843
386,28/11/2008,1:04:40,110.9361852,-25.7881664,2842
387,28/11/2008,1:04:50,110.9360828,-25.7880827,2841
388,28/11/2008,1:05:00,110.9252023,-25.7650001,417
389,28/11/2008,1:05:10,110.9360828,-25.7880827,2840
390,28/11/2008,1:05:20,110.9359667,-25.7880503,2842
391,28/11/2008,1:05:30,110.935953,-25.7881169,2843
392,28/11/2008,1:05:40,110.9360145,-25.7881339,2842
393,28/11/2008,1:05:50,110.9359803,-25.7881493,2841
394,28/11/2008,1:06:00,110.936035,-25.7881664,2840
395,28/11/2008,1:06:10,110.9360691,-25.7882005,2841
396,28/11/2008,1:06:20,110.9359325,-25.7881339,2840
397,28/11/2008,1:06:30,110.9359667,-25.7882825,2841
398,28/11/2008,1:06:40,110.9358983,-25.7880332,2840
399,28/11/2008,1:06:50,110.935953,-25.7881493,2841
400,28/11/2008,1:07:00,110.9358983,-25.7881835,2841
401,28/11/2008,1:07:10,110.9358505,-25.788233,2841
402,28/11/2008,1:07:20,110.9358027,-25.7881664,2843
403,28/11/2008,1:07:30,110.93583,-25.7880827,2840
404,28/11/2008,1:07:40,110.9358505,-25.788233,2843
405,28/11/2008,1:07:50,110.9358164,-25.7881835,2843
406,28/11/2008,1:08:00,110.9358164,-25.7882501,2842
407,28/11/2008,1:08:10,110.9357481,-25.7881493,2844
408,28/11/2008,1:08:20,110.9357003,-25.7881835,2845
409,28/11/2008,1:08:30,110.9356525,-25.7882825,2845
410,28/11/2008,1:08:40,110.9356866,-25.7882159,2843
411,28/11/2008,1:08:50,110.9355978,-25.7882671,2845
412,28/11/2008,1:09:00,110.9356525,-25.7882996,2844
413,28/11/2008,1:09:10,110.935632,-25.7883167,2846
414,28/11/2008,1:09:20,110.9355637,-25.7883167,2845
415,28/11/2008,1:09:30,110.93555,-25.7882501,2844
416,28/11/2008,1:09:40,110.9355842,-25.7883337,2846
417,28/11/2008,1:09:50,110.9354817,-25.7882159,2846
418,28/11/2008,1:10:00,110.9355363,-25.7882996,2848
419,28/11/2008,1:10:10,110.9355363,-25.7882825,2846
420,28/11/2008,1:10:20,110.93555,-25.7883832,2846
421,28/11/2008,1:10:30,110.93555,-25.7883832,2846
422,28/11/2008,1:10:40,110.9353997,-25.7883832,2847
423,28/11/2008,1:10:50,110.9353861,-25.7882996,2847
424,28/11/2008,1:11:00,110.9353861,-25.7882996,2847
425,28/11/2008,1:11:10,110.9353656,-25.7884328,2848
426,28/11/2008,1:11:20,110.9353861,-25.7883337,2849
427,28/11/2008,1:11:30,110.9353178,-25.7883662,2849
428,28/11/2008,1:11:40,110.9353178,-25.7883662,2849
429,28/11/2008,1:11:50,110.9352836,-25.7884174,2851
430,28/11/2008,1:12:00,110.9352836,-25.7884174,2851
431,28/11/2008,1:12:10,110.9352017,-25.7884003,2851
432,28/11/2008,1:12:20,110.9352358,-25.7884174,2851
433,28/11/2008,1:12:30,110.9352017,-25.7884328,2850
434,28/11/2008,1:12:40,110.9350992,-25.7884994,2852
435,28/11/2008,1:12:50,110.9350514,-25.7884328,2852
436,28/11/2008,1:13:00,110.9350514,-25.7884328,2852
437,28/11/2008,1:13:10,110.9349694,-25.7884994,2853
438,28/11/2008,1:13:20,110.9350309,-25.788484,2853
439,28/11/2008,1:13:30,110.9350309,-25.788484,2853
440,28/11/2008,1:13:40,110.9350173,-25.7885335,2853
441,28/11/2008,1:13:50,110.9350309,-25.7882159,2849
442,28/11/2008,1:14:00,110.9350309,-25.7882159,2849
443,28/11/2008,1:14:10,110.9348328,-25.788583,2854
444,28/11/2008,1:14:20,110.9348807,-25.7884994,2851
445,28/11/2008,1:14:30,110.9349011,-25.7885164,2852
